item_id	classification	issue	projects	evidence_or_note
riehl:3.6:prop5	PARTIAL	#958	10	Riehl 3.4/3.6: Connected colimits — the coslice and category-of-elements projections create them, and slices of a bicomplete category are bicomplete
riehl:3.5:thm5	PARTIAL	#959	10	Riehl 3.5: The Yoneda embedding preserves and reflects limits but does not create them
riehl:3.5:thm10	PARTIAL	#959	10	Riehl 3.5: The Yoneda embedding preserves and reflects limits but does not create them
riehl:3.5:exii	PARTIAL	#959	10	Riehl 3.5: The Yoneda embedding preserves and reflects limits but does not create them
riehl:3.5:remark14	PARTIAL	#959	10	Riehl 3.5: The Yoneda embedding preserves and reflects limits but does not create them
riehl:3.6:example11	PARTIAL	#960	10	Riehl 3.6: Internal equivalence relations — the kernel pair as a relation, and effective quotients
riehl:3.1:remark8	ABSENT	#961	10	Riehl 3.1/3.6: Cone-shape index categories, and pushouts in Cat computing the free monoid and free group on one generator
riehl:3.6:example8	ABSENT	#961	10	Riehl 3.1/3.6: Cone-shape index categories, and pushouts in Cat computing the free monoid and free group on one generator
riehl:3.6:exvi	ABSENT	#961	10	Riehl 3.1/3.6: Cone-shape index categories, and pushouts in Cat computing the free monoid and free group on one generator
riehl:3.6:exiv	ABSENT	#962	10	Riehl 3.6: Completeness and cocompleteness of Quiver and rQuiver, and the failure for Graph
riehl:3.6:example4	ABSENT	#963	10	Riehl 3.6: Configuration spaces of n points — the ordered configuration space, its symmetric-group action, and functoriality in finite sets and injections
riehl:3.6:exviii	ABSENT	#963	10	Riehl 3.6: Configuration spaces of n points — the ordered configuration space, its symmetric-group action, and functoriality in finite sets and injections
riehl:3.6:exix	ABSENT	#964	10	Riehl 3.6: Fiber spaces, trivial fiber spaces, and the sections functors
riehl:3.7:example4	ABSENT	#965	10	Riehl 3.6/3.7: Size obstructions — the large products Set does and does not admit, and the failure of cocompleteness for CAT
riehl:3.6:remark9	ABSENT	#965	10	Riehl 3.6/3.7: Size obstructions — the large products Set does and does not admit, and the failure of cocompleteness for CAT
riehl:3.7:lem1	ABSENT	#966	10	Riehl 3.7: The limit of the identity functor is the initial object
riehl:3.7:exi	ABSENT	#966	10	Riehl 3.7: The limit of the identity functor is the initial object
riehl:3.8:cor4	ABSENT	#967	10	Riehl 3.8: The extended real line as a bicomplete poset — lim inf, lim sup, and sup-inf at most inf-sup
riehl:3.8:example6	ABSENT	#967	10	Riehl 3.8: The extended real line as a bicomplete poset — lim inf, lim sup, and sup-inf at most inf-sup
riehl:3.8:remark5	ABSENT	#967	10	Riehl 3.8: The extended real line as a bicomplete poset — lim inf, lim sup, and sup-inf at most inf-sup
riehl:3.8:exii	ABSENT	#968	10	Riehl 3.8: Coprime group orders — BG-indexed limits commute with BH-indexed colimits in Set
riehl:3.1:def-direct-sums	PARTIAL	#336	10	also covered by existing issue
riehl:3.1:remark27	PARTIAL	#320	10	part: clauses (i)-(ii): the hom bijection out of a coproduct
riehl:3.1:remark27	PARTIAL	#336	10	part: clause (iii): the (I x J) matrix of component maps
riehl:3.1:exix	PARTIAL	#336	10	also covered by existing issue
riehl:3.1:def21	PARTIAL	#408	10	also covered by existing issue
riehl:3.2:example8	ABSENT	#408	10	also covered by existing issue
riehl:3.1:def23	PARTIAL	#320	10	also covered by existing issue
riehl:3.1:example10	ABSENT	#458	10	also covered by existing issue
riehl:3.1:example14	PARTIAL	#530	10	also covered by existing issue
riehl:3.1:example25	PARTIAL	#313	10	also covered by existing issue
riehl:3.1:exxi	ABSENT	#324	10	also covered by existing issue
riehl:3.1:example22	ABSENT	#409	10	also covered by existing issue
riehl:3.1:example26	ABSENT	#329	10	also covered by existing issue
riehl:3.1:exi	PARTIAL	#422	10	also covered by existing issue
riehl:3.6:prop10	ABSENT	#422	10	also covered by existing issue
riehl:3.6:exvii	ABSENT	#758	10	also covered by existing issue
riehl:3.1:exvii	ABSENT	#334	10	also covered by existing issue
riehl:3.1:exx	PARTIAL	#414	10	also covered by existing issue
riehl:3.6:prop6	PARTIAL	#414	10	also covered by existing issue
riehl:3.1:exxii	ABSENT	#568	10	also covered by existing issue
riehl:3.2:def3	PARTIAL	#407	10	also covered by existing issue
riehl:3.2:thm4	PARTIAL	#407	10	also covered by existing issue
riehl:3.2:example7	ABSENT	#407	10	also covered by existing issue
riehl:3.2:example5	PARTIAL	#254	10	also covered by existing issue
riehl:3.2:example9	PARTIAL	#333	10	also covered by existing issue
riehl:3.2:thm11	ABSENT	#416	10	also covered by existing issue
riehl:3.2:remark13	ABSENT	#416	10	also covered by existing issue
riehl:3.2:exii	ABSENT	#416	10	also covered by existing issue
riehl:3.5:thm11	ABSENT	#416	10	also covered by existing issue
riehl:3.2:exi	PARTIAL	#617	10	also covered by existing issue
riehl:3.6:exv	PARTIAL	#617	10	also covered by existing issue
riehl:3.2:exiii	PARTIAL	#575	10	also covered by existing issue
riehl:3.2:exiv	PARTIAL	#575	10	also covered by existing issue
riehl:3.2:exv	PARTIAL	#577	10	also covered by existing issue
riehl:3.2:exvi	ABSENT	#345	10	also covered by existing issue
riehl:3.3:prop1	PARTIAL	#353	10	also covered by existing issue
riehl:3.3:cor3	PARTIAL	#353	10	also covered by existing issue
riehl:3.3:example2	ABSENT	#462	10	also covered by existing issue
riehl:3.4:construction-canonical-comparison	PARTIAL	#419	10	also covered by existing issue
riehl:3.4:lem3	PARTIAL	#419	10	also covered by existing issue
riehl:3.4:exi	ABSENT	#419	10	also covered by existing issue
riehl:3.4:def1	PARTIAL	#427	10	part: clause (i): preservation of limits, at cone level
riehl:3.4:def1	PARTIAL	#481	10	part: clause (ii): reflection of limits
riehl:3.4:def1	PARTIAL	#406	10	part: clause (iii): creation of limits
riehl:3.4:def7	PARTIAL	#406	10	also covered by existing issue
riehl:3.4:remark2	ABSENT	#406	10	also covered by existing issue
riehl:3.4:exiii	ABSENT	#481	10	also covered by existing issue
riehl:3.4:lem5	PARTIAL	#481	10	also covered by existing issue
riehl:3.4:def4	PARTIAL	#890	10	also covered by existing issue
riehl:3.4:def-absolute	PARTIAL	#477	10	also covered by existing issue
riehl:3.4:def-connected	ABSENT	#352	10	also covered by existing issue
riehl:3.4:example10	ABSENT	#583	10	also covered by existing issue
riehl:3.4:exv	PARTIAL	#418	10	also covered by existing issue
riehl:3.4:prop9	PARTIAL	#426	10	part: strict creation of limits by evaluation to C^(ob A)
riehl:3.4:prop9	PARTIAL	#425	10	part: clauses (i),(ii): pointwise limits and colimits in C^A
riehl:3.4:prop8	PARTIAL	#438	10	part: strict creation of limits by the coslice projection
riehl:3.5:def-finite-diagram	ABSENT	#417	10	also covered by existing issue
riehl:3.5:thm17	ABSENT	#417	10	also covered by existing issue
riehl:3.5:eq1	PARTIAL	#428	10	also covered by existing issue
riehl:3.5:exi	PARTIAL	#428	10	also covered by existing issue
riehl:3.5:thm2	PARTIAL	#428	10	also covered by existing issue
riehl:3.5:thm6	PARTIAL	#428	10	also covered by existing issue
riehl:3.5:example4	PARTIAL	#321	10	also covered by existing issue
riehl:3.5:example8	ABSENT	#321	10	also covered by existing issue
riehl:3.5:lem15	ABSENT	#326	10	also covered by existing issue
riehl:3.5:lem16	ABSENT	#326	10	also covered by existing issue
riehl:3.6:prop1	PARTIAL	#329	10	also covered by existing issue
riehl:3.6:prop2	ABSENT	#458	10	also covered by existing issue
riehl:3.6:example3	ABSENT	#458	10	part: the topologize-the-underlying-(co)limit recipe
riehl:3.6:example3	ABSENT	#410	10	part: the p-adic solenoid as an omega^op limit in Top
riehl:3.6:example7	ABSENT	#345	10	also covered by existing issue
riehl:3.6:exii	ABSENT	#345	10	also covered by existing issue
riehl:3.6:exiii	PARTIAL	#529	10	also covered by existing issue
riehl:3.6:construction-cat-coproducts	PARTIAL	#355	10	part: decomposition into connected components
riehl:3.6:construction-cat-coproducts	PARTIAL	#338	10	part: small-family coproducts in Cat
riehl:3.7:def2	ABSENT	#423	10	also covered by existing issue
riehl:3.7:prop3	ABSENT	#423	10	also covered by existing issue
riehl:3.8:thm1	PARTIAL	#564	10	also covered by existing issue
riehl:3.8:lem3	ABSENT	#563	10	also covered by existing issue
riehl:3.8:thm9	ABSENT	#563	10	also covered by existing issue
riehl:3.8:def7	ABSENT	#559	10	also covered by existing issue
riehl:3.8:example8	ABSENT	#559	10	also covered by existing issue
riehl:3.1:def1	PRESENT	-	-	Functor/Diagonal.v:33 Diagonal; Functor/Diagonal.v:92 Transform_Const
riehl:3.1:def11	PRESENT	-	-	Structure/Limit/Terminal.v:33 Terminal_Limit
riehl:3.1:def13	PRESENT	-	-	Structure/Equalizer/Fork.v:225 equalizer_is_equalizer; Structure/Equalizer/Fork.v:52 IsEqualizer; Structure/Equalizer/Fork.v:273 is_equalizer_limit
riehl:3.1:def15	PRESENT	-	-	Structure/Pullback/Limit.v:68 Pullback_to_Universal; Structure/Pullback.v:161 Pullback; Structure/Pullback/Limit.v:113 Pullback_from_Universal
riehl:3.1:def2	PRESENT	-	-	Structure/Cone.v:24 ACone; Structure/Cone/Const.v:53 Cone_Natural_Transform; Structure/Cone.v:72 Cocone
riehl:3.1:def5	PRESENT	-	-	Structure/UniversalProperty/Limit.v:141 LimitIsUniversalProperty; Structure/Cone.v:79 ConePresheaf; Structure/Limit.v:129 IsALimit
riehl:3.1:def6	PRESENT	-	-	Instance/Cones/Limit.v:37 Limit_Cones; Instance/Cones.v:29 Cones; Structure/Limit.v:113 Limit
riehl:3.1:def9	PRESENT	-	-	Structure/Limit/Product.v:105 iprod_ump; Structure/Limit/Cartesian.v:39 Cartesian_Limit; Structure/UniversalProperty/Cartesian.v:60 CartesianProductIsUniversalProperty
riehl:3.1:example12	PRESENT	-	-	Instance/One.v:54 Cat_Terminal; Instance/StrictCat/Terminal.v:36 StrictCat_Terminal
riehl:3.1:exii	PRESENT	-	-	Structure/UniversalProperty.v:175 univ_property_unique_up_to_unique_iso; Structure/UniversalProperty/Limit.v:141 LimitIsUniversalProperty; Theory/Morphisms/Stability.v:329 pullback_transport
riehl:3.1:exiii	PRESENT	-	-	Instance/Cones/Comma.v:73 Cones_Comma; Instance/Cones/Comma.v:34 Cones_to_Comma
riehl:3.1:exiv	PRESENT	-	-	Structure/Equalizer/Fork.v:83 equalizer_monic
riehl:3.1:exv	PRESENT	-	-	Theory/Morphisms/Stability.v:226 monic_pullback_stable; Theory/Morphisms/Stability.v:264 iso_pullback_stable
riehl:3.1:exvi	PRESENT	-	-	Theory/Morphisms/Stability.v:106 pullback_paste; Theory/Morphisms/Stability.v:160 pullback_unpaste
riehl:3.1:lem28	PRESENT	-	-	Structure/UniversalProperty/Limit.v:104 cone_equiv_to_morphism_equiv; Structure/Limit/Preservation.v:166 colimit_med_eq
riehl:3.2:def1	PRESENT	-	-	Structure/Complete.v:115 Complete; Structure/Complete.v:119 Cocomplete
riehl:3.2:example6	PRESENT	-	-	Instance/Sets.v:248 Sets_Terminal; Structure/Limit/Terminal.v:33 Terminal_Limit
riehl:3.3:exi	PRESENT	-	-	Functor/Product/Internal.v:34 InternalProductFunctor; Structure/Cartesian.v:386 first_second; Structure/Cartesian.v:425 exl_split
riehl:3.4:lem6	PRESENT	-	-	Theory/Equivalence/Limit.v:486 equivalence_creates_limits; Theory/Equivalence/Limit.v:421 equivalence_preserves_limits; Theory/Equivalence/Limit.v:460 equivalence_reflects_limits
riehl:3.5:example7	PRESENT	-	-	Structure/Cartesian.v:136 ump_products; Structure/Cocartesian.v:200 merge_comp
riehl:3.5:example9	PRESENT	-	-	Structure/Pushout.v:72 pushout_ump; Structure/Pushout.v:128 pushout_med_eq
riehl:3.5:exiii	PRESENT	-	-	Theory/Morphisms.v:116 Monic; Theory/Morphisms.v:104 Epic; Instance/Sets.v:369 injectivity_is_monic
riehl:3.6:def-continuous	PRESENT	-	-	Structure/Limit/Preservation.v:229 PreservesAllLimits; Structure/Limit/Preservation.v:232 PreservesAllColimits; Structure/Complete.v:115 Complete
riehl:4.1:lem3	PARTIAL	#969	10	Riehl 4.1: Naturality of adjoint transposition as a bijection of commuting squares
riehl:4.1:exi	PARTIAL	#969	10	Riehl 4.1: Naturality of adjoint transposition as a bijection of commuting squares
riehl:4.1:example14	ABSENT	#970	10	Riehl 4.1: Chains of adjoint functors between the ordinal categories
riehl:4.1:example12	ABSENT	#971	10	Riehl 4.1: The forgetful functors out of the category of fields admit no adjoints
riehl:4.1:example15	PARTIAL	#972	10	Riehl 4.1: Groupoids in Cat — the core and the category of fractions as adjoints to the inclusion
riehl:4.3:prop1	PARTIAL	#973	10	Riehl 4.3: Uniqueness of adjoints up to a unique compatible natural isomorphism
riehl:4.3:remark8	PARTIAL	#974	10	Riehl 4.3: The adjunction calculus internal to a bicategory — composition, adjoint equivalences, and the representable characterization
riehl:4.3:exvi	ABSENT	#975	10	Riehl 4.3: The double category of categories, functors, adjunctions and mates
riehl:4.4:def7	PARTIAL	#976	10	Riehl 4.4: Two-variable adjunctions, left and right closures, and closed monoidal categories
riehl:4.4:def-closures	PARTIAL	#976	10	Riehl 4.4: Two-variable adjunctions, left and right closures, and closed monoidal categories
riehl:4.4:def-closed-monoidal	PARTIAL	#976	10	Riehl 4.4: Two-variable adjunctions, left and right closures, and closed monoidal categories
riehl:4.4:def-n-variable-adjunction	ABSENT	#976	10	Riehl 4.4: Two-variable adjunctions, left and right closures, and closed monoidal categories
riehl:4.6:exviii	ABSENT	#976	10	Riehl 4.4: Two-variable adjunctions, left and right closures, and closed monoidal categories
riehl:4.4:example2	ABSENT	#977	10	Riehl 4.4: Two antitone Galois connections — zero sets versus ideals, and axioms versus models
riehl:4.4:example3	ABSENT	#977	10	Riehl 4.4: Two antitone Galois connections — zero sets versus ideals, and axioms versus models
riehl:4.5:construction-setmono-slice	PARTIAL	#978	10	Riehl 4.5: Sets and injections — slices as predicate posets, and local cartesian closure without a terminal object
riehl:4.5:example5	ABSENT	#978	10	Riehl 4.5: Sets and injections — slices as predicate posets, and local cartesian closure without a terminal object
riehl:4.5:remark8	ABSENT	#978	10	Riehl 4.5: Sets and injections — slices as predicate posets, and local cartesian closure without a terminal object
riehl:4.5:example11	ABSENT	#979	10	Riehl 4.5: The composition-pullback-pushforward triple on slices of quivers over the walking arrow
riehl:4.5:exiv	ABSENT	#979	10	Riehl 4.5: The composition-pullback-pushforward triple on slices of quivers over the walking arrow
riehl:4.5:def-beck-chevalley	ABSENT	#980	10	Riehl 4.5: The Beck-Chevalley transformations and their invertibility over a pullback square
riehl:4.5:lem12	ABSENT	#980	10	Riehl 4.5: The Beck-Chevalley transformations and their invertibility over a pullback square
riehl:4.5:cor13	ABSENT	#980	10	Riehl 4.5: The Beck-Chevalley transformations and their invertibility over a pullback square
riehl:4.5:lem14	ABSENT	#981	10	Riehl 4.5: Distributivity of the dependent product over the dependent sum, and the type-theoretic axiom of choice
riehl:4.5:construction-type-theoretic-ac	ABSENT	#981	10	Riehl 4.5: Distributivity of the dependent product over the dependent sum, and the type-theoretic axiom of choice
riehl:4.6:cor5	PARTIAL	#982	10	Riehl 4.6: Distributive laws for sets, and the corresponding cardinal arithmetic
riehl:4.6:exvi	ABSENT	#983	10	Riehl 4.6: Adjoints preserve monomorphisms and epimorphisms, via the pullback characterization of a monomorphism
riehl:4.6:exvii	ABSENT	#984	10	Riehl 4.6: Cat is not locally cartesian closed
riehl:4.6:exx	PARTIAL	#985	10	Riehl 4.6: The essential image of a reflective subcategory, and its local objects
riehl:4.7:def16	ABSENT	#986	10	Riehl 4.7: Locally presentable categories, accessible functors, and their adjoint functor theorem
riehl:4.7:thm17	ABSENT	#986	10	Riehl 4.7: Locally presentable categories, accessible functors, and their adjoint functor theorem
riehl:4.1:example11	PARTIAL	#987	10	Riehl 4.1: Induction, restriction and coinduction along a group homomorphism
riehl:4.1:exiii	PARTIAL	#988	10	part: clause (ii) and the Graph question: adjoints to V : Quiver -> Set, and whether V : Graph -> Set has one
riehl:4.2:thm7	PARTIAL	#989	10	Riehl 4.2: The six equivalent presentations of an adjunction, closed as one theorem
riehl:4.5:exii	ABSENT	#990	10	Riehl 4.5: The composition laws of the slice adjoint triple, and the pushforward on morphisms
riehl:4.5:exiii	ABSENT	#990	10	Riehl 4.5: The composition laws of the slice adjoint triple, and the pushforward on morphisms
riehl:4.6:example13	ABSENT	#991	10	part: clause (vi): Cat reflective in simplicial sets via ho -| N
riehl:4.6:cor15	PARTIAL	#991	10	part: Cat is cocomplete (colimits via ho applied to the simplicial colimit)
riehl:4.0:construction-free-vector-space	ABSENT	#305	10	also covered by existing issue
riehl:4.1:example6	ABSENT	#456	10	also covered by existing issue
riehl:4.1:def-adjoint-triple	PARTIAL	#743	10	also covered by existing issue
riehl:4.1:def-galois-connection	PARTIAL	#380	10	also covered by existing issue
riehl:4.1:example7	ABSENT	#760	10	also covered by existing issue
riehl:4.1:example8	ABSENT	#384	10	also covered by existing issue
riehl:4.1:example9	ABSENT	#384	10	also covered by existing issue
riehl:4.1:example10	ABSENT	#312	10	also covered by existing issue
riehl:4.1:exii	ABSENT	#384	10	also covered by existing issue
riehl:4.1:exiii	PARTIAL	#357	10	part: clause (i): adjoints to ob : Cat ⟶ Set
riehl:4.1:exiv	PARTIAL	#743	10	also covered by existing issue
riehl:4.1:exv	ABSENT	#309	10	also covered by existing issue
riehl:4.2:example4	ABSENT	#298	10	also covered by existing issue
riehl:4.2:cor10	ABSENT	#386	10	also covered by existing issue
riehl:4.2:lem11	PARTIAL	#386	10	also covered by existing issue
riehl:4.2:exii	PARTIAL	#312	10	also covered by existing issue
riehl:4.2:exiii	PARTIAL	#380	10	also covered by existing issue
riehl:4.2:exiv	PARTIAL	#386	10	also covered by existing issue
riehl:4.2:exv	ABSENT	#393	10	also covered by existing issue
riehl:4.3:prop6	PARTIAL	#431	10	also covered by existing issue
riehl:4.3:def-2-functor	PARTIAL	#626	10	also covered by existing issue
riehl:4.3:def-conjugate	PARTIAL	#394	10	also covered by existing issue
